item_id,display_name,Weight,Description,Dropped By,Comment,Item Script,Compound On,Class,Defense,Required Lvl,Refineable,Applicable Job,Attack,Property,Weapon Lvl
13305,Brave Huuma Front Shuriken,0,"Huuma Shuriken that holds great strength and brings extraordinary power in battles against humanoids. STR + 2, Dex + 1 Increases physical attack against Demi human monster by 95%. Pierces Defense of DemiHuman monster by 20% Indestructible (except in upgrade attempts).",,,"{ bonus bStr,2; bonus bDex,1; bonus2 bAddRace,RC_DemiHuman,95; bonus2 bIgnoreDefRate,RC_DemiHuman,20; bonus bUnbreakableWeapon,0; }",,Huuma Shuriken,,80,Yes,,55,Neutral,3
1380,Brave Insane Battle Axe,0,"A terrifying two-handed axe that is said to stimulate the nerves to kill humanoids once it's held in wearer's hand. STR + 3 Increases physical attack against Demi human monster by 55%. When attacking, chance to activate 100% chance to destroy the monster armor for 3 seconds. Indestructible (except in upgrade attempts).",,,"{ bonus bStr,3; bonus2 bAddRace,RC_DemiHuman,55; autobonus ""{ bonus bBreakArmorRate,10000; }"",20,3000,BF_WEAPON,""{ specialeffect2 EF_POTION_BERSERK; }""; bonus bUnbreakableWeapon,0; }",,Two-Handed Axe,,80,Yes,,200,Neutral,3
7828,Bravery Badge,0,A badge that is provided to warrior who brought great honor in the Battle field.,,,,,,,,,,,,
5601,Brazil Beret,0,"... [Event Bonus, will NOT work outside of Event] ALL STATUS + 3. MDEF + 1.",,,{  },,Upper Head,0,1,Yes,,,,
5819,Brazil Carnival Circlet,0,A hat which made to celebrate the festival. 'Made especially for you.' All Status + 3,,,"{ bonus bAllStats,3; }",,Upper Head,3,0,No,,,,
5818,Brazil Carnival Hat,0,A hat which made to celebrate the festival. 'Made especially for you.' All Status + 3,,,"{ bonus bAllStats,3; }",,Upper Head,3,0,No,,,,
5150,Brazil Joker Jester,10,"A hat made specially to commemorate an event. Produced in the color of the national flag. [Event Bonus, will NOT work outside of Event] Increase Movement Speed.",,,"{ bonus bSpeedRate,25; }",,Upper Head,1,0,No,,,,
5308,Brazil National Flag Hat [1],30,Brazilia independence celebration hat. Increases Movement Speed when equipped.,,,"{ bonus bSpeedAddRate,25; }",,Upper Head,3,0,Yes,,,,
5600,Brazil Twin Ribbon,0,"... [Event Bonus, will NOT work outside of Event] ALL STATUS + 3. MDEF + 1.",,,{  },,Upper Head,0,1,Yes,,,,
7549,Brazilian Flag,1,"The flag of a western nation, famous for their long parties. It consists of a green background, a yellow center and a simple blue design.",,,,,,,,,,,,
7928,Brazilian Flag,1,...,,,,,,,,,,,,
5477,Brazilian Flag Hat [1],10,A hat made by flag of Brazil. A patriot wears it to express his country. Enables use of Level 1 Bash.,,,"{ skill ""SM_BASH"",1; }",,Upper Head,1,30,Yes,,,,
580,Bread,2,"A staple food made from flour or meal mixed with other dry and liquid ingredients, usually combined with a leavening agent, and kneaded, shaped into loaves, and baked. Recover a small amount of HP.",Baba Yaga (100%),,"{ itemheal rand(50,90),0; }",,,,,,,,,
7087,Breath of Spirit,50,"Exhaled from a spirit, this breath causes the living to feel an unnatural chill.",Bamboo Grove Treasure (1%),,,,,,,,,,,
4390,Breeze Card,,ATK + 5 Add a 5% chance of auto casting External Bleeding on the enemy when attacking.,Breeze (0.5%),,"{ bonus bBaseAtk,5; bonus2 bAddEff,Eff_Bleeding,500; }",Weapon,,,,,,,,
30007,Breeze Pokeball,0,A Pokeball in which a Breeze Cute Pet rests. Can be hatched by using a Pet Incubator.,,,,,,,,,,,,
5169,Bride Mask [1],50,"A white bridal mask worn by actors in theatrical work. Its said the make-up makes it look quite cute. [TaeKwon Class] LUK + 2, Critical Rate + 5",,,"{ if(BaseClass==Job_Taekwon){ bonus bLuk,2; bonus bCritical,5; } }",,"Upper Head, Mid Head",4,40,Yes,,,,
5436,Bride's Flower Crown,20,A neat crown of flowers worn at weddings. Long silk ribbons dance and trail behind it. LUK + 3. MDEF + 2,,,"{ bonus bLuk,3; bonus bMdef,2; }",,Upper Head,1,0,Yes,,,,
7054,Brigan,1,"A rare, red mineral. [ eRO Quest Item ]",Pest (100%) Raydric (100%) Panzer Goblin (100%) Mutant Dragonoid (100%) Incarnation of Morroc (100%) Injustice (100%) Raydric Archer (100%) Skogul (100%) Maero of Thanatos (100%) Odium of Thanatos (100%) Dolor of Thanatos (100%) Despero of Thanatos (100%) Spring Rabbit (100%) Stalactic Golem (100%) Incarnation of Morroc (100%) Yao Jun (100%) Clock Tower Manager (100%) Dark Frame (100%) Caterpillar (100%) Carat (100%) Ancient Worm (100%) Banshee (100%) Dark Illusion (100%) Frus (100%) Heater (100%) Hillslion (100%) Gryphon (100%) Greatest General (100%) Goblin Leader (100%) Aliza (100%),,,,,,,,,,,
4213,Brilight Card,,Add a 6% chance of auto casting 'Silence' on an enemy when the user receives Physical Damage.,Brilight (0.5%),,"{ bonus2 bAddEffWhenHit,Eff_Silence,600; }",Armor,,,,,,,,
30086,Brilight Pokeball,0,A Pokeball in which a Brilight Cute Pet rests. Can be hatched by using a Pet Incubator.,,,,,,,,,,,,
12368,Brilliant Mirror,5,A small decorated mirror. Medusa likes it.,,,{ pet 1148; },,,,,,,,,
1470,Brionac,300,"A spear that radiates with the warm, glowing light of pure holiness. Increases damage inflicted on Boss monsters by 5%. Enables use of Level 5 Heal. Add a 10% chance of auto casting Level 3 Soul Strike on the enemy when attacking.",Lord Knight Seyren (100%) White Lady (40%),,"{ bonus bAtkEle,Ele_Holy; skill ""AL_HEAL"",5; bonus3 bAutoSpell,""MG_SOULSTRIKE"",3,100; bonus2 bAddRace,RC_Boss,5; }",,Two-Handed Spear,,48,Yes,,190,Holy,4
2630,Brisingamen,150,"An imitation of the necklace worn by the beautiful goddess Freya. STR, AGI, INT, VIT + 6 LUK + 10, MDEF + 5",,,"{ bonus bStr,6; bonus bAgi,6; bonus bVit,6; bonus bInt,6; bonus bLuk,10; bonus bMdef,5; }",,Accessory,1,94,No,,,,
2831,Brisingamen,0,"An imitation of the necklace worn by the beautiful goddess Freya. STR, AGI, INT, VIT + 6 LUK + 10, MDEF + 5",,,"{ bonus bStr,6; bonus bAgi,6; bonus bVit,6; bonus bInt,6; bonus bLuk,10; bonus bMdef,5; }",,Accessory,1,94,No,,,,
5432,bRO 4th Anniversary Hat,10,Brazil's National Flag Hat which decorated in front the hat. [Event Bonus : 10 - 24 September] ALL STAT + 4,,,"{ bonus bAllStats,4; }",,Upper Head,0,0,No,,,,
1160,Broad Sword [1],200,"A sword with a wide, double sided blade. DEF + 5 Indestructible (except in upgrade attempts).",,,"{ bonus bDef,5; bonus bUnbreakableWeapon,0; }",,Two-Handed Sword,,33,Yes,,140,Neutral,3
1162,Broad Sword [2],200,"A sword with a wide, double sided blade. DEF + 5 Indestructible (except in upgrade attempts).",Abysmal Knight (15%) Dark Illusion (1%),,"{ bonus bDef,5; bonus bUnbreakableWeapon,0; }",,Two-Handed Sword,,33,Yes,,140,Neutral,3
29523,Broadcast Scroll,5,Broadcast Scroll. Allows user to broadcast a global message from any location. May only be used once per twenty minutes.,,,"{ if(getd($bc+""getcharid(0)"") > gettimetick(2)) { mes ""[EssenceRO]""; mes ""Please wait 20 minutes between broadcasts.""; close; } else { mes ""[EssenceRO]""; mes ""Please input your message.""; input @broadcast$; announce """"+strcharinfo(0)+"" : "" + @broadcast$ + "" "",bc_recruit,0x72D0D3; set getd($bc+""getcharid(0)""), gettimetick(2) + 1200; delitem 29523,1; close; } }",,,,,,,,,
1415,Brocca,85,A spear that has been made to puncture any armor worn by enemies. Increases damage inflicted on Neutral Property by 25% Pierces Defense of its target.,Lord Knight Seyren (75%),,"{ bonus bIgnoreDefRace,RC_NonBoss; bonus2 bAddEle,Ele_Neutral,25; }",,One-Handed Spear,,48,Yes,,100,Neutral,4
7708,Broken Apple Juice,4,Bottled apple juice that's easy to digest.,,,,,,,,,,,,
7707,Broken Banana Juice,4,Bottled banana juice that's easy to digest.,,,,,,,,,,,,
7706,Broken Carrot Juice,4,Bottled carrot juice that's easy to digest.,,,,,,,,,,,,
7754,Broken Crown,1,Broken Crown of Beelzebub. [ eRO Quest Item ],Dead King (100%) Beelzebub (100%),,,,,,,,,,,
7753,Broken Farming Utensil,1,A seemingly useless farming tool that can be sold to Merchant NPCs. [ eRO Quest Item ],Zombie Slaughter (100%),,,,,,,,,,,
7709,Broken Grape Juice,4,Bottled grape juice that's easy to digest.,,,,,,,,,,,,
6154,Broken Horn Pipe,1,Hisui golden. The former was like a beautiful horn.,,,,,,,,,,,,
7158,Broken Liquor Jar,1,A piece of a broken liquor jar on which the tempting scent of alcohol still lingers.,Tengu (100%),,,,,,,,,,,
7215,Broken Needle,1,Pieces of a broken needle. [ eRO Quest Item ],Heirozoist (100%),,,,,,,,,,,
7113,Broken Pharaoh Emblem,1,A broken emblem of Pharaoh that seems to possess some mysterious power.,Pharaoh (100%),,,,,,,,,,,
7070,Broken Shell,1,"A damaged turtle's shell. In ancient times, turtle shells were used to foretell the future.",Freezer (100%) Heater (100%) Solider (32%) Permeter (22.5%),,,,,,,,,,,
7156,Broken Shuriken,1,"A broken shuriken that is no longer useful. Usually, it is a lethal weapon used by ninjas. [ eRO Quest Item ]",Shinobi (100%),,,,,,,,,,,
6071,Broken Sword,1,Broken Sword,,,,,,,,,,,,
7110,Broken Sword,1,A damaged sword that no longer looks usable.,Pasana (100%) Byorgue (100%),,,,,,,,,,,
7704,Broken Thermometer,0,"A device that can measure the ground's temperature. However, its readings don't seem very reliable.",,,,,,,,,,,,
7062,Broken Turtle Shell,1,"A sturdy, solid turtle's shell.",,,,,,,,,,,,
673,Bronze Coin,4,A coin made of bronze.,,,,,,,,,,,,
7915,Bronze Coin,0,"A coin made of bronze. The magic coin will disappear on March 18,2008 as the Leprechaun's magic leaves the world.",,,,,,,,,,,,
2605,Brooch,10,Mystic jewelry that attaches to clothing by means of a pin. AGI + 2,Diabolic (1.5%) Marionette (0.5%),,"{ bonus bAgi,2; }",,Accessory,0,20,No,,,,
2625,Brooch [1],20,An ancient brooch. AGI + 1,Dracula (100%) Anolian (0.5%),,"{ bonus bAgi,1; }",,Accessory,0,90,No,,,,
29534,Broomstick [1],10,"An old broomstick, enchanted with the power of flight. [ Female Mage ] Allows character to fly.",Bathory (0.5%),,{ if(!Sex) changebase 27; },,Armor,1,0,Yes,,,,
20638,Brown Ayam [1],40,"A traditional Korean a-yam, usually worn by women, crafted of brown silk. The way the decoration hangs down is beautiful. [TaeKwon Class] INT + 1, SP Recovery + 3%",,,"{ if(BaseClass==Job_Taekwon){ bonus bInt,1; bonus bSPrecovRate,3; } }",,Upper Head,3,60,Yes,,,,
20646,Brown Baseball Cap,30,A brown baseball cap.,,,{  },,Upper Head,2,0,Yes,,,,
5235,Brown Beanie,35,A knit beanie that protects from the cold. Makes some wearers look cute and gives other wearers street cred. LUK + 1 (All transfer methods except Kafra Storage are locked),,,"{ bonus bLuk,1; }",,Upper Head,2,0,Yes,,,,
20658,Brown Beret,70,A wonderful brown hat slanted slightly to one side. It is rumored to symbolize the bravery of a soldier. Reduce 10% damage taken from DemiHuman monster. Impossible to refine this item.,,,"{ bonus2 bSubRace,RC_DemiHuman,10; }",,Upper Head,0,0,No,,,,
20714,Brown Bonnet,40,"A brown bonnet favored by women of nobility. Wearing it supposedly causes inexplicable cravings for tea, but that might just be an aristocratic thing.",,,{  },,Upper Head,2,0,Yes,,,,
20008,Brown Deviling Wings,50,Brown Deviling Wings. Increase damage on Demon monsters by 10%.,,,"{ bonus2 bAddRace,RC_Demon,10; }",,Lower Head,1,1,No,,,,
5229,Brown Deviruchi Hat,80,"A hat created in the form of the Deviruchi monster. STR + 1, INT + 1 (All transfer methods except Kafra Storage are locked)",,,"{ bonus bStr,1; bonus bInt,1; }",,Upper Head,2,64,Yes,,,,
5231,Brown Drooping Cat,50,A cute kitty doll which can be worn on top of the head. MDEF + 15 Increases resistance to Curse status by 30%. (All transfer methods except Kafra Storage are locked),,,"{ bonus2 bResEff,Eff_Curse,3000; bonus bMdef,15; }",,Upper Head,1,0,Yes,,,,
20688,Brown Feather Beret,60,"A brown high class hat with an amazingly stylish look. When the feathers are added, it simply adds to its splendor. MDEF + 1 Reduce 10% damage taken from DemiHuman monster.",,,"{ bonus bMdef,1; bonus2 bSubRace,RC_DemiHuman,10; }",,Upper Head,1,0,Yes,,,,
20728,Brown Gangster Scarf,10,Brown scarf from a gang. ATK + 5 [Rogue Class] Enables use of Level 1 Gangster's Paradise.,,,"{ bonus bBaseAtk,5; if(BaseJob == Job_Rogue) skill ""RG_GANGSTER"",1; }",,Lower Head,0,0,No,,,,
20268,Brown Glasses [1],10,"Brown Framed Glasses. The fashion trend has been changing the picture framed glasses, you will also try changing? All stats +1.",,,"{ bonus bAllStats,1; }",,Mid Head,0,75,No,,,,
20680,Brown Hairband,15,A brown colored hair band worn with a rakish slant.,,,{  },,Upper Head,1,0,Yes,,,,
20672,Brown Helm of Darkness [1],50,Brown Helm of Darkness.,,,{  },,"Upper Head, Mid Head",2,1,Yes,,,,
7805,Brown Jenoss's Family Ring,1,A brown colored family ring which it wears by Jenoss.,,,,,,,,,,,,
20698,Brown Kawaii Ribbon [1],40,A pretty ribbon made from a brown string with a brown heart in the middle.,,,"{ bonus2 bSubRace,RC_Undead,5; bonus2 bSubRace,RC_Demon,5; }",,Upper Head,1,10,Yes,,,,
20706,Brown Magic Eyes,30,"A brown hat which bears the symbol of the eyes of guiding spirits. It is said if you watch it, you may see the eyes move on their own. Reduce Casting Time by 10%. Increases SP consumption of skills by 20%. MDEF + 5",,,"{ bonus bMdef,5; bonus bCastrate,-10; bonus bUseSPrate,20; }",,Upper Head,1,30,Yes,,,,
5410,Brown Paper Bag Hat,20,"A hat in the form of an upside-down paperbag, to celebrate the festival. Reduces damage from Demihuman monster by 4%. Add a 4% resistance against Stun, MHP + 100",,,"{ bonus bMaxHP,100; bonus2 bResEff,Eff_Stun,400; bonus2 bSubRace,RC_DemiHuman,4; }",,"Upper, Mid, and Lower Head",6,0,Yes,,,,
7188,Brown Root,1,A tree root that still has soil clinging to it.,Wooden Golem (100%) Stone Shooter (100%) Pinguicula (100%) Dryad (100%) Dark Pinguicula (10%),,,,,,,,,,,
20666,Brown Tailed Ribbon,20,A big brown ribbon made in the style of the one worn by a legendary female shaman who loved nature. MDEF + 10,,,"{ bonus bMdef,10; }",,Upper Head,1,45,Yes,,,,
20747,Brown Wind Milestone,10,A brown cap of post man who delivers letters with heart. Magic in the cap protects the wearer not to lose their way. Enables use of Level 1 Teleport. AGI + 2,,,"{ bonus bAgi,2; skill ""AL_TELEPORT"",1; }",,Upper Head,2,30,Yes,,,,
20741,Brown Winter Hat,50,A brown furry hat that is an all time favorite during the winter season. Increase resistance to the Freeze status by 10%.,,,"{ bonus2 bResEff,Eff_Freeze,1000; }",,Upper Head,3,0,Yes,,,,
6269,Brush Scene,1,...,,,,,,,,,,,,
7571,Bruspetti's Diary,0,"An effeminate diary with the word, 'Bruspetti' written on the cover. Perhaps that is the name of its owner?",,,,,,,,,,,,
585,Brusti,4,A sausage with delicious smell and taste. Tastes even better if you eat it with some wheat beer. Recovers a small amount of HP. Cast Level 3 Magnificat.,,,"{ itemheal rand(15,20),0; }",,,,,,,,,
2383,Brynhild,40,"Brynhild is one of the valiant valkyries, meaning 'The Warrior's Armor'. Increases MaxHP by 20 times your base level, and MaxSP by 5 times your base level. Increases physical damage by 10%, and increases your magic attack power by 10%. MDEF + 10 The player wearing this cannot be knocked back. Cannot be refined, cannot be destroyed.",,,"{ bonus bMdef,10; bonus bMaxHP,20*BaseLevel; bonus bMaxSP,5*BaseLevel; bonus2 bAddRace,RC_NonBoss,10; bonus2 bAddRace,RC_Boss,10; bonus bMatkRate,10; bonus bUnbreakableArmor,0; bonus bNoKnockback,0; }",,Armor,10,94,No,,,,
7832,Brynhild Armor Piece,50,"A piece of wrecked armor of Valkyrie, Breunhilt.",Viblainn Treasure (1%),,,,,,,,,,,
12210,Bubble Gum,1,"Tasty and sweet bubble gum. Within the 30 minutes duration after eating it, Item drop rate increase by 100% for 30 minutes.",,,"{ sc_start SC_ITEMBOOST,1800000,100; }",,,,,,,,,
12264,Bubble Gum,0,"Tasty and sweet bubble gum. Within the 30 minutes duration after eating it, Item drop rate increase by 100% for 30 minutes.",,,"{ sc_start SC_ITEMBOOST,1800000,100; }",,,,,,,,,
20601,Bubble Ring [1],10,A floating ring made out of bubbles!,,,"{ bonus bVit,5; }",,Lower Head,1,1,No,,,,
20577,Bubble1,70,IM GAY,,,{  },,Upper Head,0,10,No,,,,
20578,Bubble2,70,U MAD??? POST ABOUT IT,,,{  },,Upper Head,0,10,No,,,,
12354,Buche De Noel,0,"A chocolate roll cake in the form of fire wood covered by snow. When you see it, you can feel Xmas is coming. Increase the restoration power by 3% for 10 minutes. HIT + 3, CRIT + 7.",,,{  },,,,,,,,,
5114,Bucket Hat,30,A trendy hat whose design is based on the old style hats that used to be worn by men enlisted in the military.,,,{  },,Upper Head,3,0,Yes,,,,
5120,Bucket Hat [1],30,A trendy hat whose design is based on the old style hats that used to be worn by men enlisted in the military.,Remover (3%),,{  },,Upper Head,3,0,Yes,,,,
20556,Buckle Cap [1],50,"A Buckle Cap, made by bulb",,,{  },,Upper Head,3,1,Yes,,,,
2103,Buckler,60,A rounded shield that readily absorbs impact from attacks.,,,{  },,Shield,4,0,Yes,,,,
2104,Buckler [1],60,A rounded shield that readily absorbs impact from attacks.,Zelith Aria (50%) Howard Alt-Eisen (5%) Mastersmith Howard (5%) Kobold (2.5%) Goblin (2.5%) Christmas Goblin (2.5%) Kobold (1.5%) Kobold (1.5%) Goblin (0.5%) Goblin (0.5%) Goblin (0.5%) Goblin (0.5%),,{  },,Shield,4,0,Yes,,,,
20766,Buck_Teeth [1],10,"Buck Teeth. Makes you want to go ""hurrrrr"".",,,{  },,Lower Head,2,0,No,,,,
1042,Bug Leg,1,A hind leg that has been cut from a bug. [ eRO Quest Item ],Centipede Larva (100%) Giant Spider (100%) Centipede (100%) Argos (100%) Argiope (100%) Ancient Worm (100%),,,,,,,,,,,
5034,Bulb Band,50,A hair band with a light bulb attached to it.,,,{  },,Upper Head,0,0,Yes,,,,
13200,Bullet,0.2,A small metal bullet that can be fired from a gun to damage enemies.,,,,,,,,,,,,
5560,Bullock Hat,30,A helmet made from a heavy metal. MaxHP + 100. Can't Knock Back. Reduced Resistance from physical and magical attacks by 30%.,,,"{ bonus bMaxHP,100; }",,Upper Head,3,75,Yes,,,,
5300,Bullock Helm,80,Fighter hat of legend that was decorated with an emerald. Only the truly brave can wear it. Maximum HP + 100 Reflect ?% of all Magical Damage back to the enemy which inflicted it (Success Chance 3%).,,,"{ bonus bMaxHP,100; }",,Upper Head,2,45,Yes,,,,
6115,Bun,1,"Dumplings that is good for kids to eat, because the size is just right.",,,,,,,,,,,,
2646,Bunch of Carnations,10,"A carnation bouquet given as gifts to mothers. [Event Bonus, will NOT work outside of Event] All Stats + 3",,,{  },,Accessory,0,0,No,,,,
12111,Bundle of Food,20,A bundle of food that contains various dishes. Using it gives you a random Food item.,,,"{ getitem groupranditem(IG_FoodBag),1; getitem groupranditem(IG_FoodBag),1; getitem groupranditem(IG_FoodBag),1; }",,,,,,,,,
2214,Bunny Band,10,"A hair band that gives one the appearance of having rabbit ears, a lasting symbol of extremely good luck. LUK + 2",,,"{ bonus bLuk,2; }",,Upper Head,2,0,Yes,,,,
20177,Bunny Hat [1],50,Cute Bunny Hat. Gives +2 to two stats at random each time it is equipped.,,,"{ set @r1,rand(1,6); set @r2,rand(1,6); if(@r1==1) { bonus bStr,2; } if(@r1==2) { bonus bAgi,2; } if(@r1==3) { bonus bVit,2; } if(@r1==4) { bonus bInt,2; } if(@r1==5) { bonus bDex,2; } if(@r1==6) { bonus bLuk,2; } if(@r2==1) { bonus bStr,2; } if(@r2==2) { bonus bAgi,2; } if(@r2==3) { bonus bVit,2; } if(@r2==4) { bonus bInt,2; } if(@r2==5) { bonus bDex,2; } if(@r2==6) { bonus bLuk,2; } }",,Upper Head,2,1,Yes,,,,
